359374716964864,ГЛАВНОЕ МЕНЮ
359790565429248,НОВЫЙ СОН
697230144606208,Меню
697443559182336,Главный экран
697599742480384,Играть
699032378314752,Вне игры
701075566399488,Меню
701508766699520,Новелла
701581047140352,Правка
701656469114880,Язык
701778028433408,Закрыть
702720903778304,Список треков
702949178773504,Закрыть
703432719110144,Соединение…
706156462379008,Язык
706397228011520,Закрыть
372908906425516032,Соцсети
372908906425516033,Дневник
372908906425516034,Осмотр комнаты
372908906425516035,Здоровье
372908906425516036,TODO
372908906425516037,Мои фото
372908906429710336,Настройки
372908906429710337,ZIP
372908906429710338,Корзина
372910093082198016,Песни
372922115467411456,Q-чан
372922115467411457,Юн-юн
372922115467411458,ВОЛНЕНИЕ
372922115467411459,ЮН-ЮН
372922115467411460,ХАРИЗМА
372929733636292608,ОБЫЧНЫЙ
372929733636292609,ЭНЕРГИЧНО
372929733640486912,ЗАДРОТ
372929733640486913,С 1-й попытки
372929733640486914,Ранг A и выше
372929733640486915,ФУЛЛ КОМБО
372929733640486916,Рейтинг 95%+
372929733640486917,⇅Сортировка
372929733640486918,Вокал: {name}
372929733640486919,Музыка: {name}
372929733640486920,Слова: {name}
372936789667774464,⇅Сортировка
372936789697134592,{name} UP
375435576814501888,Q-чан
375435576835473408,@yunyuniloveyou
375435576835473409,Юн-юн I Love you.
375435576835473410,Подписчики
375435576835473411,Подписки
384731644312059904,boot sequence:::START
384731644341420032,[RECEIVING SIGNAL YUNYUN ENTITY]
384731644341420033,....................
384731644341420034,ERROR: IDENTITY OVERLAY DETECTED
384731644341420035,merging user with entity
384731644341420037,Синхронизация завершена
384731644341420038,Добро пожаловать в Синдром Юн-юн
384732430026833920,Q SYSTEM версия 0.88\n©Alliance Arts Inc. / Разработано WHO YOU
384744829031186432,ВЫХОД
384746919015120896,ЗАГРУЗИТЬ СОН
384746919073841152,БОНУСЫ
385428742204456960,РЕКОРД
385428742242205696,РАНГ
385439829188575232,Аранж. : {name}
385849607983366144,ОШ#БК@
385849608025309184,"> Юн-юн\nА-а-а! НУЖНО БОЛЬШЕ СИГНАЛА, ЮН!"
385849608025309185,"> Юн-юн\nОй-ой! Всё сломалось!\nПроверь «ЗАГРУЗИТЬ СОН», юн!"
385884829454073856,ОШ#БК@
385903467410128896,ВСТУПИТЕЛЬНЫЙ РОЛИК
385903467410128897,ГАЛЕРЕЯ ФОНОВОЙ МУЗЫКИ
385903467410128898,АВТОРЫ
385903467410128899,"> Юн-юн\nЭто особая страничка, юн!"
385903467426906112,АВТОСОХРАНЕНИЕ
385903467426906113,ВОСПОМИНАНИЕ {num}
385903467426906114,▼ДАТА\n{MM}/{dd}{yyyy}\n{time}
385930878222761984,Эпизод: {text}
387668255198838784,Битмап : {name}
391392601318785024,Вики Юн-юн\n
400535952903274496,"> Юн-юн\nНужно поднять уровень сигнала, юн!"
400535952945217536,> Юн-юн\nЯ должна передать эти чувства Q-чан...!
400535952945217537,> Юн-юн\nЮн-ю-юн!
402137850064306176,НАЗАД
402152904314748928,Настройки
402152904352497664,Ритм-игра
402152904352497665,Управление
402152904352497666,Язык
402250472981954560,"> Юн-юн\nПоковыряемся в настройках, юн!"
402250473019703296,"> Юн-юн\nПоковыряемся в настройках!\nЗдесь можно проверить скорость текста, юн."
402250473019703297,"> Юн-юн\nЛови ритм, юн!"
402250473019703298,"> Юн-юн\nНастройка клавиш, юн!"
402250473019703299,"> Юн-юн\nТеперь всё на русском, юн!"
402250473019703300,СИСТЕМА
402250473019703301,Графика
402250473019703302,В окне
402250473019703303,Полный экран
402250473019703304,В окне без рамки
402250473019703305,Разрешение экрана
402250473019703306,3840×2160
